,manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,price_usd,is_exchangeable,location_region,number_of_photos,up_counter,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,duration_listed
13,0,5,0,2,49999,2001,0,0,0,1.3,3,0,0,0,1666.0,0,1,8,94,1,0,0,0,0,0,0,0,0,0,230
14,0,0,1,6,154685,2011,0,0,0,2.5,0,0,0,0,8600.0,1,0,24,34,0,1,0,1,0,0,0,0,1,1,63
15,0,0,1,3,163219,2004,0,0,0,2.0,0,0,0,0,7300.0,1,0,17,22,0,1,1,0,1,1,0,0,0,1,35
16,0,0,1,5,318650,2005,0,0,0,3.0,0,0,0,0,7587.97,1,0,7,166,0,1,0,1,1,1,0,0,1,1,468
17,0,2,0,1,191000,2005,0,0,0,2.0,2,0,0,0,10950.0,0,0,12,7,0,1,0,0,0,0,0,0,0,1,21
18,0,1,1,0,179000,2014,0,0,0,2.0,1,0,0,0,12700.0,0,0,14,14,0,0,1,1,0,1,1,1,1,1,16
19,0,1,1,3,159000,2013,0,0,0,2.0,1,0,0,0,16500.0,0,0,6,34,0,1,1,0,1,1,0,1,1,1,59
20,0,0,1,7,257495,2008,0,0,0,2.5,0,0,0,0,8700.0,0,1,10,11,0,1,1,0,1,1,1,0,1,1,13
21,0,4,1,0,241402,2005,0,0,0,3.0,1,0,0,0,7500.0,0,0,18,18,0,1,0,1,1,1,1,0,1,1,188
22,0,4,1,3,188000,2006,0,0,0,3.0,1,0,0,0,8650.0,0,0,30,25,0,1,0,0,1,1,0,0,1,1,37
23,0,1,1,1,240000,2001,0,0,0,2.5,0,0,0,0,3500.0,1,0,5,42,0,1,0,0,1,0,0,0,1,1,86
24,0,3,1,8,249448,2002,0,0,0,2.5,0,0,0,0,3800.0,1,3,12,44,0,1,0,0,0,0,0,0,1,0,67
25,0,4,1,5,250000,2007,0,0,0,3.0,1,0,0,0,7200.0,1,1,7,62,0,1,0,0,1,1,0,0,1,1,204
26,0,0,1,8,417000,1997,0,0,0,2.0,0,0,0,1,1850.0,1,0,18,23,0,1,0,0,0,1,0,0,0,1,71
27,0,0,1,9,377000,1999,0,0,0,2.5,0,0,0,0,3800.0,0,2,12,10,0,1,0,0,1,1,0,0,0,1,21
28,0,2,0,3,300000,1999,0,0,0,2.0,0,0,0,0,3000.0,0,0,6,103,0,0,0,0,0,0,0,0,0,1,581
29,0,3,0,3,270000,2004,0,0,0,2.0,2,0,0,0,6200.0,0,4,10,21,0,1,1,0,0,0,0,0,0,1,48
30,0,1,0,8,444444,1999,0,0,0,2.0,0,0,0,0,3700.0,0,0,6,20,0,1,0,0,1,1,0,0,0,1,60
31,0,3,1,3,299000,1994,1,1,0,2.2,0,0,0,0,650.0,0,1,9,47,0,0,0,0,0,1,0,0,1,0,85
32,0,2,0,9,340000,1993,0,0,0,1.6,0,0,0,0,2000.0,1,3,4,5,0,0,0,0,0,0,0,0,0,1,91
33,0,3,0,3,123456,1991,0,0,0,2.2,2,0,0,0,800.0,0,2,6,16,0,0,0,0,0,0,0,0,1,1,20
34,0,2,0,0,118000,2011,0,0,0,2.5,2,0,0,0,14950.0,1,0,26,132,1,0,0,0,0,0,0,0,0,0,174
35,0,2,1,3,246113,2008,0,0,0,1.5,3,0,0,0,5350.0,0,0,13,11,0,1,1,1,0,1,1,1,0,1,62
36,0,0,1,8,128748,2016,0,0,0,3.6,0,0,0,0,17059.12,0,5,24,11,0,1,0,1,1,1,1,1,1,1,15
37,0,3,0,2,100000,1994,0,0,0,2.0,2,0,0,0,1700.0,1,0,6,42,0,0,0,1,0,0,0,0,0,1,91
38,0,0,1,1,342790,1999,0,0,0,2.5,0,0,0,0,3500.0,1,0,14,40,1,0,0,0,0,0,0,0,0,0,70
39,0,1,0,0,390000,1997,0,0,0,2.0,1,0,0,0,3000.0,1,0,8,28,0,1,0,0,0,0,0,0,0,1,46
40,0,1,1,3,215000,2008,0,0,0,2.5,0,0,0,0,8100.0,0,0,10,1,0,0,0,0,0,0,0,0,1,1,1
41,0,0,0,4,288500,2006,1,1,0,2.5,0,0,0,0,8500.0,0,0,25,2,0,0,1,1,0,1,0,0,0,1,2
42,0,4,1,4,225000,2005,1,1,0,3.0,1,0,0,0,7500.0,0,3,7,330,0,0,1,0,1,1,0,0,1,1,419
43,0,0,1,8,310000,2001,0,0,0,2.5,4,0,0,0,3300.0,1,0,4,1,0,1,0,0,0,1,0,0,0,1,1
44,0,1,1,7,121000,2014,0,0,0,2.0,1,0,0,0,14950.0,1,0,16,77,0,1,1,1,1,1,1,1,1,1,109
45,0,1,1,1,242000,2003,0,0,0,2.5,1,0,0,0,4490.0,1,0,16,3,1,0,0,0,0,0,0,0,0,0,10
46,0,0,0,8,286,1998,0,0,0,2.5,0,0,0,0,2650.0,1,0,11,2,0,1,0,0,1,1,0,0,0,0,2
47,0,3,1,4,209000,2007,0,0,0,2.0,2,0,0,0,6950.0,0,0,10,5,0,1,1,1,0,1,0,0,1,1,6
48,0,3,0,0,195000,2006,0,0,0,3.0,2,0,0,0,8200.0,0,0,12,12,0,0,0,0,1,1,1,1,1,1,15
49,0,0,1,3,126705,2014,0,0,0,2.5,0,0,0,0,16500.0,1,0,22,1,0,0,1,0,1,1,1,1,1,1,1
50,0,0,1,5,164153,2008,0,0,0,2.5,0,0,0,0,8500.0,0,0,8,1,0,1,0,0,0,0,0,0,1,0,1
51,0,2,0,1,143000,2009,0,0,0,1.5,3,0,0,1,6450.0,0,0,12,8,0,0,0,0,0,0,0,0,1,0,11
52,0,0,0,7,463491,2002,0,0,0,2.5,0,0,0,0,3150.0,0,1,13,15,0,1,0,0,0,1,0,0,0,1,56
53,0,3,0,8,321869,1998,0,0,0,2.2,0,0,0,0,1900.0,0,3,11,27,0,1,0,0,0,0,0,0,0,0,54
54,0,3,0,5,250000,2005,0,0,0,2.0,2,0,0,0,4899.0,0,0,9,22,0,1,0,0,0,1,0,0,1,1,62
55,0,1,0,3,260000,1999,0,0,0,2.5,0,0,0,0,2500.0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,4
56,0,1,0,8,300000,1999,0,0,0,2.0,1,0,0,0,1700.0,0,0,6,11,1,0,0,0,0,0,0,0,0,0,21
57,0,1,1,2,358047,1999,0,0,0,2.5,0,0,0,0,1800.0,1,1,14,80,0,1,0,0,1,1,0,0,1,0,261
58,0,1,0,1,296000,2003,1,1,0,2.0,0,0,0,0,6150.0,0,0,7,6,0,0,0,0,0,1,0,0,0,0,10
59,0,6,1,10,183000,2012,0,0,0,2.0,1,0,0,0,12900.0,0,0,5,21,0,0,1,0,1,1,1,1,1,1,91
60,0,3,1,2,116000,2010,0,0,0,2.5,2,0,0,0,7250.0,0,0,10,35,1,0,0,0,0,0,0,0,0,0,48
61,0,3,0,1,450000,1995,0,0,0,2.0,0,0,0,0,900.0,1,0,28,8,1,0,0,0,0,0,0,0,0,0,9
62,0,0,1,6,180000,2008,0,0,0,2.5,0,0,0,0,9400.0,1,0,8,45,0,1,0,0,0,0,0,0,1,1,90
63,0,1,0,3,343455,2001,0,0,0,2.0,0,0,0,0,3300.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
64,0,3,1,7,202777,2009,0,0,0,2.5,2,0,0,0,8200.0,1,0,3,11,0,1,1,0,1,1,0,1,1,1,20
65,0,1,1,3,230000,2001,1,1,0,2.5,1,0,0,0,4200.0,1,0,6,27,0,1,0,0,0,1,0,0,0,1,184
66,0,5,0,2,80000,1992,0,0,0,1.2,3,0,0,0,2100.0,1,2,7,13,1,0,0,0,0,0,0,0,0,0,22
67,0,3,1,8,408263,1999,0,0,0,2.5,0,0,0,0,1499.0,0,5,11,23,0,1,0,0,0,0,0,0,0,1,82
68,0,0,1,3,193,2010,0,0,0,2.5,0,0,0,0,9800.0,0,0,16,4,0,0,1,0,0,1,0,0,1,1,10
69,0,3,1,0,300000,1998,0,0,0,2.5,0,0,0,0,2500.0,0,1,14,50,0,1,0,0,1,1,0,0,1,1,88
70,0,0,0,8,285000,2001,0,0,0,2.5,0,0,0,0,3650.0,1,0,12,3,1,0,0,0,0,0,0,0,0,0,11
71,0,2,0,2,363500,1994,0,0,0,2.0,0,0,0,1,1400.0,0,0,8,107,0,0,0,0,0,0,0,0,0,1,370
72,0,3,0,0,127138,2005,0,0,0,2.5,2,0,0,0,5400.0,0,0,11,32,0,1,0,0,0,1,0,0,0,1,65
73,0,6,1,4,88000,2014,0,0,0,2.0,1,1,0,0,12950.0,1,0,15,1,0,1,1,1,1,1,1,1,1,1,2
74,0,1,1,3,128000,2012,0,0,0,2.0,1,0,0,0,15490.0,0,0,13,17,0,1,1,0,1,1,0,1,1,1,46
75,0,0,1,1,177000,2010,0,0,0,2.5,0,0,0,0,13500.0,1,0,11,35,0,1,0,0,1,1,0,1,1,1,103
76,0,1,0,0,350000,2000,0,0,0,2.0,0,0,0,0,2000.0,1,0,5,92,0,1,0,0,0,1,0,0,0,1,158
77,0,1,0,4,173000,2005,0,0,0,2.5,1,0,0,0,7500.0,0,0,10,23,0,1,0,0,1,1,0,0,0,1,61
78,0,1,1,1,280000,2004,0,0,0,2.5,1,0,0,0,5800.0,0,0,12,5,0,1,0,0,1,1,1,1,0,1,58
79,0,1,0,8,270000,1998,0,0,0,2.5,1,0,0,1,2750.0,0,2,11,3,0,1,0,0,0,1,0,0,1,1,31
80,0,0,1,5,310000,1996,0,0,0,2.0,0,0,0,0,3299.0,1,0,20,11,0,1,0,0,0,0,0,0,0,1,120
81,0,3,0,8,450000,1996,0,0,0,2.0,0,0,0,0,1400.0,1,5,15,1,0,1,0,0,0,0,0,0,1,0,3
82,0,4,1,1,179000,2008,0,0,0,3.6,1,0,0,0,9900.0,0,0,12,8,0,1,1,0,1,1,1,0,1,1,58
83,0,1,1,0,175000,2013,0,0,0,2.5,0,0,0,0,15900.0,0,0,16,8,0,1,1,0,1,1,0,1,1,1,97
84,0,2,0,1,130000,2008,0,0,0,2.5,3,0,0,0,13500.0,0,0,9,14,0,1,1,0,1,0,0,0,0,1,179
85,0,1,1,0,305000,1999,0,0,0,2.5,1,0,0,0,3750.0,1,0,12,2,1,0,0,0,0,0,0,0,0,0,11
86,0,3,1,0,294000,1999,0,0,0,2.0,0,0,0,0,3400.0,1,0,19,2,0,1,0,0,0,0,0,0,1,1,11
87,0,0,0,9,353000,2000,0,0,0,2.5,0,0,0,0,4250.0,1,0,19,3,0,1,0,0,0,0,0,0,1,1,11
88,0,1,0,3,400000,2003,0,0,0,2.0,0,0,0,0,5500.0,0,0,7,3,0,1,0,0,0,0,0,0,0,0,6
89,0,2,0,8,329786,2001,0,0,0,1.6,0,0,0,0,4100.0,0,4,4,27,0,1,0,0,0,0,0,0,0,1,60
90,0,2,0,2,230000,2003,0,0,0,2.0,0,0,0,0,7000.0,1,0,6,5,0,1,1,0,0,0,0,0,0,1,35
91,0,1,0,1,160000,2010,0,0,0,2.5,1,0,0,0,12600.0,1,0,8,12,0,1,1,0,1,1,1,1,1,1,30
92,0,4,1,11,279000,2008,0,0,0,3.6,1,0,1,0,5400.0,0,0,7,34,0,1,0,1,1,1,0,1,1,1,72
93,0,2,1,0,80000,2016,0,0,0,2.0,2,0,0,0,14500.0,0,4,3,1,0,0,0,0,0,1,1,1,0,0,4
94,0,3,1,1,394289,2002,0,0,0,2.5,0,0,0,0,3900.0,1,0,6,91,0,1,0,0,0,0,0,0,1,1,206
95,0,0,1,1,256000,2012,0,0,0,2.5,0,0,0,0,14227.45,0,5,7,2,0,0,0,0,1,0,1,1,0,0,9
96,0,0,1,0,160000,2011,0,0,0,2.5,1,0,0,0,17000.0,1,0,5,9,0,1,0,1,0,1,0,0,1,1,71
97,0,1,0,3,218000,1997,0,0,0,2.5,1,0,0,0,3750.0,1,0,22,10,0,1,0,0,0,1,0,0,0,1,89
98,0,1,1,0,273588,2006,0,0,0,2.5,0,0,0,0,6000.0,1,1,7,12,0,1,1,1,1,1,1,1,1,1,76
99,0,1,0,3,103975,2011,0,0,0,2.5,1,0,0,0,15500.0,0,0,12,7,0,1,1,0,1,1,0,1,1,1,10
100,0,3,0,1,330000,1995,0,0,0,2.2,2,0,0,0,1900.0,0,2,13,11,0,0,0,0,1,1,0,0,0,1,91
101,0,2,1,3,205328,2008,0,0,0,2.5,3,0,0,0,6499.0,1,0,14,17,0,1,0,0,0,0,0,0,0,1,35
102,0,0,1,1,353624,2001,0,0,0,3.0,0,0,0,0,5250.0,1,0,9,19,0,1,0,0,1,0,0,0,1,1,37
103,0,5,0,0,170000,2008,0,0,0,1.0,5,0,0,1,5199.0,1,0,5,5,0,1,0,0,0,0,0,0,0,1,207
104,0,0,1,5,370000,2004,0,0,0,2.5,0,0,0,0,6000.0,0,0,10,1,0,1,1,1,0,0,0,0,0,1,4
105,0,1,1,3,233000,2000,0,0,0,2.0,0,0,0,0,6800.0,0,0,3,23,0,1,0,0,1,1,0,0,1,1,520
106,0,2,0,8,354056,1998,0,0,0,2.2,0,0,0,0,1900.0,0,1,9,7,0,1,0,0,0,0,0,0,0,1,24
107,0,1,1,3,160000,2010,0,0,0,2.5,1,0,0,0,8650.0,0,5,4,4,0,1,0,0,0,1,0,0,1,1,16
108,0,3,0,0,295000,1996,0,0,0,2.0,0,0,0,0,1565.02,0,0,6,10,0,1,0,0,0,0,0,0,0,0,62
109,0,0,1,4,100000,2012,0,0,0,2.5,0,0,0,0,16300.0,0,0,25,5,0,1,1,1,1,1,1,1,1,1,17
110,0,2,0,8,180000,1998,0,0,0,2.0,2,0,0,1,6900.0,1,0,9,15,0,0,1,0,0,0,1,1,1,1,75
111,0,0,1,8,60000,2001,0,0,0,2.5,0,0,0,0,2900.0,1,0,9,8,0,1,0,0,0,0,0,0,0,1,27
112,0,3,0,0,185075,2003,0,0,0,2.5,2,0,0,0,7000.0,0,0,10,17,0,1,0,0,0,0,0,0,0,1,57
113,0,0,1,1,405555,2001,0,0,0,2.5,0,0,0,0,4990.0,0,1,7,28,0,1,1,1,1,1,0,0,1,1,254
114,0,2,0,5,185000,2008,0,0,0,1.5,2,0,0,0,6300.0,0,0,3,4,0,1,0,1,0,1,0,0,1,1,121
115,0,3,1,2,152888,2009,0,0,0,2.5,2,0,0,0,11000.0,0,0,3,8,0,1,0,0,0,1,0,0,0,1,88
116,0,2,0,0,193000,2009,0,0,0,1.5,3,0,0,1,7000.0,1,5,3,10,0,1,0,0,0,0,0,0,1,1,21
117,0,1,0,8,197,1999,0,0,0,2.0,0,0,0,0,3000.0,1,4,7,1,0,0,0,0,0,1,0,0,0,1,6
118,0,1,1,1,162544,2010,1,1,0,2.5,1,0,0,0,9700.0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,10
119,0,1,0,1,46671,2017,0,0,0,2.5,1,0,1,0,8790.0,0,0,9,4,0,0,0,0,1,0,0,1,1,1,10
120,0,0,1,2,56800,2015,0,0,0,2.5,0,0,0,0,23400.0,0,1,8,22,0,1,0,0,0,1,1,1,1,1,163
121,0,3,1,3,260000,2007,0,0,0,3.0,2,0,0,0,6800.0,0,0,12,7,0,1,1,0,1,1,0,0,0,1,91
122,0,5,0,3,150000,2010,0,0,0,1.0,3,0,0,1,6450.0,1,3,11,56,0,1,0,0,0,0,0,0,1,1,249
123,0,3,1,8,334567,1992,0,0,0,2.2,0,0,0,0,1600.0,1,2,8,1,0,1,0,0,0,1,0,0,0,0,6
124,0,7,0,1,350000,1987,0,0,0,1.8,0,0,0,0,1500.0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,58
125,0,3,0,0,388000,1996,0,0,0,2.0,0,0,0,0,2300.0,0,0,1,7,0,1,0,0,0,0,0,0,0,1,58
126,0,5,0,0,96370,2009,0,0,0,1.0,3,0,0,1,5500.0,0,0,6,15,0,1,0,0,0,0,0,0,1,0,166
127,0,3,1,4,300000,2007,0,0,0,2.0,0,0,0,0,5999.0,0,0,9,14,0,1,0,0,0,1,0,0,1,1,38
128,0,2,1,7,280000,2007,0,0,0,2.0,2,0,0,0,9000.0,0,0,6,41,0,1,1,0,0,1,1,1,0,1,76
129,0,8,1,7,69500,2014,0,0,0,2.0,2,0,0,0,24900.0,0,0,11,54,0,1,1,1,1,1,0,1,1,1,98
130,0,0,1,7,237000,2004,0,0,0,3.0,0,0,0,0,6150.0,0,4,20,40,0,0,0,0,1,1,0,0,0,1,90
131,0,1,1,0,289740,2001,1,1,0,2.5,0,0,0,0,4200.0,1,0,3,13,0,1,0,0,0,0,0,0,0,1,57
132,0,3,1,0,164000,2001,0,0,0,2.0,2,0,0,0,3700.0,0,0,12,1,0,1,1,0,0,0,1,1,0,1,8
133,0,2,1,2,280000,1997,0,0,0,2.0,2,0,0,1,1500.0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,8
134,0,6,1,4,95000,2012,0,0,0,2.0,1,0,0,0,12999.0,1,0,18,20,0,1,1,0,0,1,1,1,1,1,37
135,0,2,1,4,95000,2012,0,0,0,2.0,3,0,0,0,12999.0,1,0,18,25,0,1,1,0,0,1,1,1,1,1,45
136,0,1,0,4,193000,2008,2,0,1,2.0,1,0,0,0,9481.65,1,0,11,3,0,1,0,1,0,1,0,1,1,1,16
137,0,3,0,3,225000,2006,0,0,0,2.0,2,0,0,0,6800.0,0,4,13,8,0,1,0,0,1,1,0,0,1,1,52
138,0,0,1,0,306000,2007,0,0,0,2.5,0,0,0,0,7700.0,0,0,7,22,0,0,1,1,0,1,0,0,1,1,73
139,0,0,1,3,362102,1997,0,0,0,2.5,0,0,0,0,2800.0,1,3,3,3,0,1,1,0,1,1,0,0,0,1,36
140,0,1,1,7,80467,2015,0,0,0,2.0,1,0,0,0,22850.0,0,0,25,2,0,1,0,1,0,1,0,1,1,1,13
141,0,1,1,7,300000,1998,0,0,0,2.5,0,0,0,0,4990.0,1,0,19,10,0,1,0,0,1,0,0,0,0,1,59
142,0,3,1,0,270370,2006,0,0,0,2.5,2,0,0,0,7000.0,0,0,8,33,0,1,0,0,1,1,0,0,1,1,72
143,0,6,1,2,100000,2012,0,0,0,1.6,1,0,0,0,14000.0,0,4,30,15,0,1,0,0,0,1,0,1,1,1,50
144,0,2,0,7,236000,1999,0,0,0,2.0,0,0,0,0,3599.0,0,0,11,4,0,1,0,1,0,0,0,0,0,1,22
145,0,3,1,1,350000,2004,0,0,0,2.5,2,0,0,0,4500.0,0,0,10,7,0,1,0,1,1,1,0,0,0,1,67
146,0,0,1,5,370149,1996,0,0,0,2.0,0,0,0,0,3290.0,1,0,19,11,0,1,0,0,0,0,0,0,0,1,91
147,0,1,1,8,330000,1998,0,0,0,2.0,0,0,0,0,4200.0,0,0,17,3,0,1,0,0,1,1,0,0,0,1,18
148,0,4,1,4,252000,2007,0,0,0,3.0,1,0,0,0,8200.0,0,3,15,1,0,0,0,0,0,0,0,0,0,1,10
149,0,3,0,5,343444,1996,0,0,0,2.0,0,0,0,1,1800.0,1,0,2,10,1,0,0,0,0,0,0,0,0,0,53
150,0,3,0,8,212000,1994,0,0,0,2.2,0,0,0,0,2000.0,0,0,13,8,0,0,0,0,0,0,0,0,0,1,90
151,0,0,1,5,50000,2009,0,0,0,2.5,1,0,0,0,14300.0,1,0,9,5,0,0,1,0,1,0,0,1,1,1,78
152,0,2,0,0,295000,1998,0,0,0,2.0,2,0,0,0,1400.0,1,0,18,3,0,0,0,0,0,0,0,0,1,1,80
153,0,1,1,5,116000,2015,0,0,0,2.0,1,0,0,0,18900.0,0,0,18,4,0,1,1,0,1,1,1,1,1,1,31
154,0,2,0,3,182000,2007,0,0,0,1.5,2,0,0,0,5500.0,0,1,8,8,0,1,0,0,0,0,0,0,1,0,262
155,0,1,0,2,226800,2001,0,0,0,2.5,0,0,0,0,3799.0,1,0,18,20,1,0,0,0,0,0,0,0,0,0,38
156,0,2,1,7,339572,1997,0,0,0,2.2,0,0,0,0,1600.0,0,0,9,19,1,0,0,0,0,0,0,0,0,0,132
157,0,4,1,5,104000,2012,0,0,0,3.6,1,0,0,0,13500.0,1,0,6,1,0,1,1,1,0,1,1,0,1,1,11
158,0,0,1,3,187000,2011,0,0,0,2.5,0,0,0,0,12300.0,0,0,3,8,0,1,1,1,0,1,0,1,1,1,40
159,0,1,1,4,92300,2012,1,1,0,2.5,1,0,0,0,14499.0,1,0,16,41,0,1,1,1,0,1,0,1,0,1,70
160,0,1,1,3,135000,2014,0,0,0,2.5,1,0,0,0,19500.0,0,0,7,16,0,1,1,0,0,1,0,1,1,1,227
161,0,6,0,1,76000,2015,2,0,1,2.0,3,0,0,1,14000.0,1,0,11,3,0,1,0,1,0,1,1,1,1,1,16
162,0,6,0,4,72000,2014,0,0,0,2.0,1,0,0,0,14938.82,1,0,9,1,0,1,0,0,0,1,1,1,1,1,12
163,0,4,1,1,35000,2006,0,0,0,3.0,1,0,0,0,6600.0,0,0,10,5,0,1,1,1,1,1,1,1,1,1,17
164,0,0,1,1,170000,2010,0,0,0,2.5,0,0,0,0,11550.0,1,0,18,3,0,1,0,0,0,1,0,1,1,1,14
165,0,1,0,3,364000,2008,0,0,0,2.0,0,0,0,0,9050.0,1,0,16,77,0,1,1,0,0,1,0,0,1,1,129
166,0,6,1,4,25480,2014,0,0,0,1.6,3,0,0,0,19499.0,1,0,15,77,0,1,0,0,0,1,0,0,1,1,129
167,0,3,0,3,144841,2009,0,0,0,2.5,2,0,0,0,10500.0,1,0,7,13,0,1,1,1,1,1,1,1,1,1,77
168,0,3,1,0,280000,2004,0,0,0,2.5,0,0,0,0,2800.0,0,0,16,2,0,1,0,0,0,0,0,0,0,1,31
169,0,0,1,4,187000,2010,0,0,0,2.5,0,0,0,0,11650.0,1,0,21,18,0,1,1,1,1,1,1,1,1,1,62
170,0,1,1,5,45250,2016,0,0,0,2.5,1,0,0,0,28950.0,0,0,27,1,0,1,0,0,1,1,1,1,1,1,13
171,0,1,1,5,80467,2016,0,0,0,2.5,1,0,0,0,27950.0,0,0,28,1,0,0,0,0,1,1,0,1,1,1,13
172,0,4,1,4,145000,2007,0,0,0,3.6,1,0,0,0,10750.0,0,0,12,6,0,1,0,0,1,1,0,0,1,1,70
173,0,3,1,9,333134,1998,0,0,0,2.5,2,0,0,0,1800.0,1,0,5,4,0,1,0,0,1,0,0,0,0,1,33
174,0,0,1,7,175000,2011,0,0,0,2.5,0,0,0,0,12200.0,0,0,22,11,0,1,1,0,1,1,1,1,1,1,118
175,0,1,0,3,170000,1999,0,0,0,2.0,1,0,0,0,7000.0,0,0,26,39,0,0,0,0,0,0,0,0,0,1,88
176,0,2,1,1,180000,2007,0,0,0,2.0,3,0,0,0,6650.0,0,0,4,54,0,1,0,0,0,0,1,1,0,1,185
177,0,0,0,5,292901,2004,0,0,0,2.5,0,0,0,0,7100.0,0,1,11,14,0,1,0,0,1,1,0,0,1,1,64
178,0,0,1,0,380000,2005,0,0,0,2.5,0,0,0,0,7000.0,0,0,13,103,0,1,0,0,1,1,0,1,0,1,491
179,0,0,1,5,328000,2000,0,0,0,2.5,0,0,0,0,4000.0,0,1,11,8,0,1,0,0,1,1,0,0,1,1,94
180,0,3,0,0,235000,2007,0,0,0,2.0,2,0,0,0,7100.0,0,0,7,2,0,1,0,1,0,1,0,0,1,1,28
181,0,3,0,8,26500,1994,0,0,0,1.8,0,0,0,0,1896.99,0,1,3,30,1,0,0,0,0,0,0,0,0,0,259
182,0,3,0,1,273588,2000,0,0,0,2.5,0,0,0,0,2950.0,1,5,6,1,1,0,0,0,0,0,0,0,0,0,20
183,0,1,0,0,221100,2006,0,0,0,2.5,2,0,0,0,5500.0,0,4,9,2,0,1,0,0,0,1,0,0,1,1,26
184,0,0,1,3,198242,2005,0,0,0,2.5,0,0,0,0,6800.0,0,0,16,25,0,1,0,1,1,1,0,0,0,1,107
185,0,0,0,1,263105,2005,0,0,0,2.5,0,0,0,0,7000.0,1,0,6,25,0,1,0,0,1,1,0,0,1,1,465
186,0,1,1,0,109000,2014,0,0,0,2.5,0,0,0,0,17000.0,0,0,7,5,0,1,1,0,0,1,0,1,1,1,65
187,0,0,0,3,350000,2005,0,0,0,2.5,0,0,0,0,6200.0,1,4,7,1,0,1,0,1,0,1,0,0,1,1,23
188,0,3,1,8,200000,1998,1,1,0,1.8,0,0,0,0,1950.0,0,2,8,3,1,0,0,0,0,0,0,0,0,0,66
189,0,1,1,3,193121,2010,0,0,0,2.5,1,0,0,0,10499.0,1,0,4,92,0,1,0,0,1,1,0,0,1,1,493
190,0,1,1,5,241402,2001,0,0,0,2.5,0,0,0,0,4000.0,1,0,5,12,0,1,0,0,0,0,0,0,0,0,196
191,0,3,0,8,250000,1997,0,0,0,2.0,0,0,0,0,2300.0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,29
192,0,3,1,1,321869,1998,0,0,0,2.2,2,0,0,0,2500.0,0,1,20,8,0,0,0,0,1,0,0,0,0,0,61
193,0,3,0,0,239065,2005,1,1,0,2.5,0,0,0,0,6900.0,1,2,12,27,0,0,0,0,0,1,0,0,0,1,178
194,0,3,0,0,25000,1994,0,0,0,2.0,0,0,0,1,800.0,1,2,13,13,0,0,0,0,0,0,0,0,0,1,60
195,0,3,1,7,185000,2010,0,0,0,2.5,2,0,0,0,11990.0,0,0,19,48,0,1,1,1,1,1,1,1,1,1,258
196,0,0,1,1,350000,2002,0,0,0,2.5,0,0,0,0,4000.0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,32
197,0,1,1,3,198000,2008,0,0,0,2.5,1,0,0,0,10150.0,0,0,8,2,0,1,1,1,1,1,0,1,1,1,37
